ID;ULICA_ID;ULICA_NAZWA;NUMER_ADR;KOD_POCZTOWY;ETYKIETA_NAZWA_SKROCONA
51320;743;ul. Redarów;11;52-340;Redarów 11
39888;743;ul. Redarów;12;52-340;Redarów 12
45583;743;ul. Redarów;13;52-340;Redarów 13
44133;743;ul. Redarów;14;52-340;Redarów 14
13872;743;ul. Redarów;15;52-340;Redarów 15
28669;743;ul. Redarów;16;52-340;Redarów 16
36758;743;ul. Redarów;17;52-340;Redarów 17
59252;743;ul. Redarów;18;52-340;Redarów 18
35759;743;ul. Redarów;19;52-340;Redarów 19
38902;743;ul. Redarów;2;52-340;Redarów 2
10716;743;ul. Redarów;20;52-340;Redarów 20
27191;743;ul. Redarów;22;52-340;Redarów 22
51646;743;ul. Redarów;24;52-340;Redarów 24
42306;743;ul. Redarów;26;52-340;Redarów 26
19126;743;ul. Redarów;28;52-340;Redarów 28
59194;743;ul. Redarów;3;52-340;Redarów 3
25383;743;ul. Redarów;30;52-340;Redarów 30
32651;743;ul. Redarów;4;52-340;Redarów 4
23905;743;ul. Redarów;5;52-340;Redarów 5
35397;743;ul. Redarów;6;52-340;Redarów 6
15446;743;ul. Redarów;7;52-340;Redarów 7
56452;743;ul. Redarów;8;52-340;Redarów 8
11567;743;ul. Redarów;9;52-340;Redarów 9
42881;744;ul. Redycka;1;51-169;Redycka 1
15877;744;ul. Redycka;10;51-169;Redycka 10
13412;744;ul. Redycka;11;51-169;Redycka 11
21549;744;ul. Redycka;11a;51-169;Redycka 11a
8259;744;ul. Redycka;12;51-169;Redycka 12
43291;744;ul. Redycka;128;51-180;Redycka 128
7716;744;ul. Redycka;13;51-169;Redycka 13
51369;744;ul. Redycka;130;51-180;Redycka 130
73106;744;ul. Redycka;138;51-180;Redycka 138
2845;744;ul. Redycka;139;51-180;Redycka 139
64349;744;ul. Redycka;139b;51-180;Redycka 139b
70546;744;ul. Redycka;139c;51-180;Redycka 139c
70547;744;ul. Redycka;139d;51-180;Redycka 139d
44164;744;ul. Redycka;14;51-169;Redycka 14
73107;744;ul. Redycka;140;51-180;Redycka 140
76714;744;ul. Redycka;141;51-169;Redycka 141
58058;744;ul. Redycka;15;51-169;Redycka 15
50603;744;ul. Redycka;15a;51-169;Redycka 15a
10182;744;ul. Redycka;16;51-169;Redycka 16
14661;744;ul. Redycka;17;51-169;Redycka 17
21431;744;ul. Redycka;17a;51-169;Redycka 17a
45690;744;ul. Redycka;17b;51-169;Redycka 17b
35188;744;ul. Redycka;18;51-169;Redycka 18
12867;744;ul. Redycka;19;51-169;Redycka 19
32847;744;ul. Redycka;19a;51-169;Redycka 19a
8265;744;ul. Redycka;1a;51-169;Redycka 1a
43262;744;ul. Redycka;1b;51-169;Redycka 1b
4517;744;ul. Redycka;2;51-169;Redycka 2
17763;744;ul. Redycka;20;51-169;Redycka 20
27863;744;ul. Redycka;21;51-169;Redycka 21
34460;744;ul. Redycka;23;51-169;Redycka 23
37079;744;ul. Redycka;24;51-169;Redycka 24
53469;744;ul. Redycka;25;51-169;Redycka 25
52409;744;ul. Redycka;26;51-169;Redycka 26
15128;744;ul. Redycka;27;51-169;Redycka 27
50988;744;ul. Redycka;27a;51-169;Redycka 27a
25341;744;ul. Redycka;28;51-169;Redycka 28
41204;744;ul. Redycka;29;51-169;Redycka 29
10299;744;ul. Redycka;3;51-169;Redycka 3
76952;744;ul. Redycka;30;51-169;Redycka 30
76953;744;ul. Redycka;30a;51-169;Redycka 30a
76954;744;ul. Redycka;30b;51-169;Redycka 30b
76955;744;ul. Redycka;30c;51-169;Redycka 30c
46394;744;ul. Redycka;31;51-169;Redycka 31
76956;744;ul. Redycka;32;51-169;Redycka 32
76957;744;ul. Redycka;32a;51-169;Redycka 32a
76958;744;ul. Redycka;32b;51-169;Redycka 32b
76959;744;ul. Redycka;32c;51-169;Redycka 32c
76960;744;ul. Redycka;32d;51-169;Redycka 32d
29643;744;ul. Redycka;33;51-169;Redycka 33
52374;744;ul. Redycka;34;51-169;Redycka 34
18501;744;ul. Redycka;35;51-169;Redycka 35
50820;744;ul. Redycka;36;51-169;Redycka 36
51065;744;ul. Redycka;36a;51-169;Redycka 36a
39879;744;ul. Redycka;37;51-169;Redycka 37
3232;744;ul. Redycka;37a;51-169;Redycka 37a
12391;744;ul. Redycka;38;51-169;Redycka 38
12892;744;ul. Redycka;39;51-169;Redycka 39
4410;744;ul. Redycka;4;51-169;Redycka 4
48814;744;ul. Redycka;40;51-169;Redycka 40
10014;744;ul. Redycka;41;51-169;Redycka 41
36475;744;ul. Redycka;42;51-169;Redycka 42
33365;744;ul. Redycka;43;51-169;Redycka 43
13203;744;ul. Redycka;44;51-169;Redycka 44
19612;744;ul. Redycka;45;51-169;Redycka 45
45080;744;ul. Redycka;46;51-169;Redycka 46
18897;744;ul. Redycka;47;51-169;Redycka 47
6623;744;ul. Redycka;47a;51-169;Redycka 47a
46791;744;ul. Redycka;48;51-169;Redycka 48
36967;744;ul. Redycka;49;51-169;Redycka 49
45627;744;ul. Redycka;5;51-169;Redycka 5
46972;744;ul. Redycka;50;51-169;Redycka 50
59193;744;ul. Redycka;51;51-169;Redycka 51
43121;744;ul. Redycka;51a;51-169;Redycka 51a
27689;744;ul. Redycka;52;51-169;Redycka 52
40918;744;ul. Redycka;53;51-169;Redycka 53
20393;744;ul. Redycka;53a;51-169;Redycka 53a
30904;744;ul. Redycka;54;51-169;Redycka 54
6452;744;ul. Redycka;55;51-169;Redycka 55
25496;744;ul. Redycka;56;51-169;Redycka 56
11619;744;ul. Redycka;57;51-169;Redycka 57
27995;744;ul. Redycka;58;51-169;Redycka 58
52431;744;ul. Redycka;59;51-169;Redycka 59
21751;744;ul. Redycka;5a;51-169;Redycka 5a
57643;744;ul. Redycka;6;51-169;Redycka 6
16019;744;ul. Redycka;60;51-169;Redycka 60
6612;744;ul. Redycka;61;51-169;Redycka 61
17922;744;ul. Redycka;62;51-169;Redycka 62
14002;744;ul. Redycka;63;51-169;Redycka 63
17416;744;ul. Redycka;64;51-169;Redycka 64
56855;744;ul. Redycka;65;51-169;Redycka 65
26474;744;ul. Redycka;66;51-169;Redycka 66
56737;744;ul. Redycka;67;51-169;Redycka 67
14849;744;ul. Redycka;68;51-169;Redycka 68
16024;744;ul. Redycka;69;51-169;Redycka 69
15879;744;ul. Redycka;69a;51-169;Redycka 69a
18387;744;ul. Redycka;6a;51-169;Redycka 6a
38143;744;ul. Redycka;6b;51-169;Redycka 6b
53684;744;ul. Redycka;7;51-169;Redycka 7
44509;744;ul. Redycka;71;51-169;Redycka 71
40894;744;ul. Redycka;72;51-169;Redycka 72
23646;744;ul. Redycka;74;51-169;Redycka 74
21495;744;ul. Redycka;76;51-169;Redycka 76
11538;744;ul. Redycka;78;51-169;Redycka 78
33276;744;ul. Redycka;8;51-169;Redycka 8
45038;744;ul. Redycka;80;51-169;Redycka 80
41840;744;ul. Redycka;82;51-169;Redycka 82
10552;744;ul. Redycka;84;51-169;Redycka 84
40422;744;ul. Redycka;86;51-169;Redycka 86
16025;744;ul. Redycka;88;51-169;Redycka 88
28498;744;ul. Redycka;9;51-169;Redycka 9
48882;744;ul. Redycka;90;51-169;Redycka 90
41793;965;ul. Mikołaja Reja;11;50-354;Reja 11
35696;965;ul. Mikołaja Reja;13;50-354;Reja 13
26831;965;ul. Mikołaja Reja;13a;50-354;Reja 13a
5858;965;ul. Mikołaja Reja;13b;50-354;Reja 13b
15093;965;ul. Mikołaja Reja;14;50-354;Reja 14
45138;965;ul. Mikołaja Reja;15;50-354;Reja 15
12308;965;ul. Mikołaja Reja;16;50-354;Reja 16
33418;965;ul. Mikołaja Reja;17;50-354;Reja 17
32955;965;ul. Mikołaja Reja;18;50-354;Reja 18
28233;965;ul. Mikołaja Reja;19;50-354;Reja 19
44317;965;ul. Mikołaja Reja;2;50-354;Reja 2
57552;965;ul. Mikołaja Reja;20;50-354;Reja 20
30553;965;ul. Mikołaja Reja;21;50-354;Reja 21
21992;965;ul. Mikołaja Reja;22;50-354;Reja 22
50687;965;ul. Mikołaja Reja;23;50-338;Reja 23
32331;965;ul. Mikołaja Reja;24;50-354;Reja 24
37265;965;ul. Mikołaja Reja;25;50-338;Reja 25
36787;965;ul. Mikołaja Reja;26;50-338;Reja 26
19659;965;ul. Mikołaja Reja;27;50-338;Reja 27
49408;965;ul. Mikołaja Reja;29;50-338;Reja 29
17154;965;ul. Mikołaja Reja;2c;50-354;Reja 2c
22555;965;ul. Mikołaja Reja;2d;50-354;Reja 2d
54103;965;ul. Mikołaja Reja;3;50-354;Reja 3
58317;965;ul. Mikołaja Reja;31;50-338;Reja 31
52304;965;ul. Mikołaja Reja;33;50-338;Reja 33
59066;965;ul. Mikołaja Reja;35;50-338;Reja 35
50075;965;ul. Mikołaja Reja;36;50-338;Reja 36
22279;965;ul. Mikołaja Reja;37;50-338;Reja 37
22557;965;ul. Mikołaja Reja;39;50-338;Reja 39
54975;965;ul. Mikołaja Reja;4;50-354;Reja 4
57394;965;ul. Mikołaja Reja;40;50-338;Reja 40
5954;965;ul. Mikołaja Reja;40a;50-338;Reja 40a
22066;965;ul. Mikołaja Reja;41;50-338;Reja 41
39380;965;ul. Mikołaja Reja;42;50-338;Reja 42
50095;965;ul. Mikołaja Reja;43;50-338;Reja 43
59589;965;ul. Mikołaja Reja;44;50-338;Reja 44
51469;965;ul. Mikołaja Reja;45;50-338;Reja 45
52004;965;ul. Mikołaja Reja;47;50-338;Reja 47
44646;965;ul. Mikołaja Reja;48;50-338;Reja 48
8614;965;ul. Mikołaja Reja;49;50-343;Reja 49
25854;965;ul. Mikołaja Reja;50;50-338;Reja 50
18525;965;ul. Mikołaja Reja;51;50-343;Reja 51
14815;965;ul. Mikołaja Reja;52;50-338;Reja 52
39564;965;ul. Mikołaja Reja;53-55;50-343;Reja 53-55
40192;965;ul. Mikołaja Reja;54-56;50-338;Reja 54-56
19039;965;ul. Mikołaja Reja;6;50-354;Reja 6
28517;965;ul. Mikołaja Reja;62;50-343;Reja 62
40966;965;ul. Mikołaja Reja;64;50-343;Reja 64
20917;965;ul. Mikołaja Reja;65;50-343;Reja 65
26957;965;ul. Mikołaja Reja;66;50-343;Reja 66
14576;965;ul. Mikołaja Reja;6-8;50-354;Reja 6-8
54420;965;ul. Mikołaja Reja;69;50-343;Reja 69
13631;965;ul. Mikołaja Reja;70;50-343;Reja 70
31299;965;ul. Mikołaja Reja;71;50-343;Reja 71
13792;965;ul. Mikołaja Reja;72;50-343;Reja 72
30088;965;ul. Mikołaja Reja;72a;50-343;Reja 72a
46869;965;ul. Mikołaja Reja;72b;50-343;Reja 72b
42733;965;ul. Mikołaja Reja;73;50-343;Reja 73
3620;965;ul. Mikołaja Reja;74;50-343;Reja 74
18871;965;ul. Mikołaja Reja;75;50-343;Reja 75
4055;965;ul. Mikołaja Reja;76;50-343;Reja 76
48310;965;ul. Mikołaja Reja;77;50-343;Reja 77
4307;965;ul. Mikołaja Reja;78;50-343;Reja 78
7435;965;ul. Mikołaja Reja;79;50-343;Reja 79
19789;965;ul. Mikołaja Reja;8;50-354;Reja 8
3818;965;ul. Mikołaja Reja;80;50-343;Reja 80
26669;965;ul. Mikołaja Reja;81;50-343;Reja 81
5033;965;ul. Mikołaja Reja;82;50-343;Reja 82
11377;965;ul. Mikołaja Reja;83;50-343;Reja 83
4496;965;ul. Mikołaja Reja;84;50-343;Reja 84
52932;965;ul. Mikołaja Reja;85;50-343;Reja 85
5625;965;ul. Mikołaja Reja;86;50-343;Reja 86
38382;965;ul. Mikołaja Reja;87;50-343;Reja 87
4181;965;ul. Mikołaja Reja;88;50-343;Reja 88
51949;965;ul. Mikołaja Reja;89;50-343;Reja 89
3877;965;ul. Mikołaja Reja;9;50-354;Reja 9
3625;965;ul. Mikołaja Reja;90;50-343;Reja 90
11304;965;ul. Mikołaja Reja;91;50-343;Reja 91
5744;965;ul. Mikołaja Reja;92;50-343;Reja 92
1557;965;ul. Mikołaja Reja;94;50-343;Reja 94
4139;965;ul. Mikołaja Reja;96;50-343;Reja 96
21277;1443;ul. Rejonowa;10;54-614;Rejonowa 10
37271;1443;ul. Rejonowa;11;54-614;Rejonowa 11
56097;1443;ul. Rejonowa;12;54-614;Rejonowa 12
22061;1443;ul. Rejonowa;13;54-614;Rejonowa 13
8166;1443;ul. Rejonowa;14;54-614;Rejonowa 14
55695;1443;ul. Rejonowa;16;54-614;Rejonowa 16
38077;1443;ul. Rejonowa;19;54-614;Rejonowa 19
9278;1443;ul. Rejonowa;2;54-614;Rejonowa 2
30762;1443;ul. Rejonowa;20;54-614;Rejonowa 20
13671;1443;ul. Rejonowa;22;54-614;Rejonowa 22
16006;1443;ul. Rejonowa;3;54-614;Rejonowa 3
9282;1443;ul. Rejonowa;4;54-614;Rejonowa 4
45115;1443;ul. Rejonowa;5;54-614;Rejonowa 5
26617;1443;ul. Rejonowa;7;54-614;Rejonowa 7
58201;1443;ul. Rejonowa;9;54-614;Rejonowa 9
52816;1478;ul. Tadeusza Rejtana;1;50-015;Rejtana 1
34158;1478;ul. Tadeusza Rejtana;10;50-015;Rejtana 10
56784;1478;ul. Tadeusza Rejtana;11;50-015;Rejtana 11
47563;1478;ul. Tadeusza Rejtana;2;50-015;Rejtana 2
10766;1478;ul. Tadeusza Rejtana;3;50-015;Rejtana 3
19917;1478;ul. Tadeusza Rejtana;4;50-015;Rejtana 4
41007;1478;ul. Tadeusza Rejtana;4a;50-015;Rejtana 4a
14839;1478;ul. Tadeusza Rejtana;5;50-015;Rejtana 5
58796;1478;ul. Tadeusza Rejtana;5a;50-015;Rejtana 5a
51532;1478;ul. Tadeusza Rejtana;6;50-015;Rejtana 6
14225;1478;ul. Tadeusza Rejtana;7;50-015;Rejtana 7
28733;1478;ul. Tadeusza Rejtana;8;50-015;Rejtana 8
25710;1478;ul. Tadeusza Rejtana;9;50-015;Rejtana 9
3592;53;ul. Reszelska;1;54-113;Reszelska 1
53533;53;ul. Reszelska;10;54-113;Reszelska 10
71389;53;ul. Reszelska;12;54-113;Reszelska 12
72087;53;ul. Reszelska;12a;54-113;Reszelska 12a
71390;53;ul. Reszelska;14;54-113;Reszelska 14
71391;53;ul. Reszelska;16;54-113;Reszelska 16
42578;53;ul. Reszelska;2;54-113;Reszelska 2
4413;53;ul. Reszelska;3;54-113;Reszelska 3
45691;53;ul. Reszelska;4;54-113;Reszelska 4
3684;53;ul. Reszelska;5;54-113;Reszelska 5
31723;53;ul. Reszelska;6;54-113;Reszelska 6
5607;53;ul. Reszelska;7;54-113;Reszelska 7
19855;53;ul. Reszelska;8;54-113;Reszelska 8
49914;745;ul. Rewalska;10;54-317;Rewalska 10
43372;745;ul. Rewalska;11;54-317;Rewalska 11
7754;745;ul. Rewalska;12;54-317;Rewalska 12
58601;745;ul. Rewalska;13;54-317;Rewalska 13
46898;745;ul. Rewalska;14;54-317;Rewalska 14
58623;745;ul. Rewalska;15;54-317;Rewalska 15
31019;745;ul. Rewalska;16;54-317;Rewalska 16
17544;745;ul. Rewalska;17;54-317;Rewalska 17
10715;745;ul. Rewalska;18;54-317;Rewalska 18
35338;745;ul. Rewalska;2;54-317;Rewalska 2
32122;745;ul. Rewalska;4;54-317;Rewalska 4
37209;745;ul. Rewalska;6;54-317;Rewalska 6
28280;745;ul. Rewalska;7;54-317;Rewalska 7
28185;745;ul. Rewalska;8;54-317;Rewalska 8
49518;745;ul. Rewalska;9;54-317;Rewalska 9
57171;966;ul. Władysława Reymonta;1;50-225;Reymonta 1
19397;966;ul. Władysława Reymonta;10;50-225;Reymonta 10
13179;966;ul. Władysława Reymonta;10a;50-225;Reymonta 10a
33250;966;ul. Władysława Reymonta;10b;50-225;Reymonta 10b
25161;966;ul. Władysława Reymonta;10c;50-225;Reymonta 10c
69809;966;ul. Władysława Reymonta;10d;50-225;Reymonta 10d
69786;966;ul. Władysława Reymonta;10e;50-225;Reymonta 10e
69787;966;ul. Władysława Reymonta;10f;50-225;Reymonta 10f
69788;966;ul. Władysława Reymonta;10g;50-225;Reymonta 10g
77532;966;ul. Władysława Reymonta;10h;50-225;Reymonta 10h
77533;966;ul. Władysława Reymonta;10j;50-225;Reymonta 10j
77534;966;ul. Władysława Reymonta;10k;50-225;Reymonta 10k
77535;966;ul. Władysława Reymonta;10m;50-225;Reymonta 10m
31673;966;ul. Władysława Reymonta;12;50-225;Reymonta 12
44663;966;ul. Władysława Reymonta;13;50-225;Reymonta 13
17500;966;ul. Władysława Reymonta;3;50-225;Reymonta 3
43769;966;ul. Władysława Reymonta;4-6;50-225;Reymonta 4-6
27498;966;ul. Władysława Reymonta;7;50-225;Reymonta 7
2083;966;ul. Władysława Reymonta;8;50-225;Reymonta 8
32990;966;ul. Władysława Reymonta;8b;50-225;Reymonta 8b
47294;746;ul. Rezedowa;10;54-515;Rezedowa 10
86652;746;ul. Rezedowa;100;54-515;Rezedowa 100
47325;746;ul. Rezedowa;101;54-515;Rezedowa 101
86672;746;ul. Rezedowa;102;54-515;Rezedowa 102
86692;746;ul. Rezedowa;104;54-515;Rezedowa 104
3487;746;ul. Rezedowa;105;54-515;Rezedowa 105
86712;746;ul. Rezedowa;106;54-515;Rezedowa 106
86732;746;ul. Rezedowa;108;54-515;Rezedowa 108
10706;746;ul. Rezedowa;11;54-515;Rezedowa 11
86752;746;ul. Rezedowa;110;54-515;Rezedowa 110
86772;746;ul. Rezedowa;112;54-515;Rezedowa 112
86792;746;ul. Rezedowa;114;54-515;Rezedowa 114
86812;746;ul. Rezedowa;116;54-515;Rezedowa 116
86832;746;ul. Rezedowa;118;54-515;Rezedowa 118
71113;746;ul. Rezedowa;12;54-515;Rezedowa 12
86852;746;ul. Rezedowa;120;54-515;Rezedowa 120
86872;746;ul. Rezedowa;122;54-515;Rezedowa 122
86892;746;ul. Rezedowa;124;54-515;Rezedowa 124
86912;746;ul. Rezedowa;126;54-515;Rezedowa 126
86932;746;ul. Rezedowa;128;54-515;Rezedowa 128
18718;746;ul. Rezedowa;1-3;54-515;Rezedowa 1-3
38182;746;ul. Rezedowa;13;54-515;Rezedowa 13
86952;746;ul. Rezedowa;130;54-515;Rezedowa 130
86953;746;ul. Rezedowa;132;54-515;Rezedowa 132
86954;746;ul. Rezedowa;134;54-515;Rezedowa 134
86972;746;ul. Rezedowa;136;54-515;Rezedowa 136
86973;746;ul. Rezedowa;138;54-515;Rezedowa 138
86974;746;ul. Rezedowa;140;54-515;Rezedowa 140
86975;746;ul. Rezedowa;142;54-515;Rezedowa 142
86992;746;ul. Rezedowa;144;54-515;Rezedowa 144
87012;746;ul. Rezedowa;146;54-515;Rezedowa 146
87032;746;ul. Rezedowa;148;54-515;Rezedowa 148
40396;746;ul. Rezedowa;15;54-515;Rezedowa 15
87033;746;ul. Rezedowa;150;54-515;Rezedowa 150
87052;746;ul. Rezedowa;152;54-515;Rezedowa 152
87053;746;ul. Rezedowa;154;54-515;Rezedowa 154
87054;746;ul. Rezedowa;156;54-515;Rezedowa 156
87055;746;ul. Rezedowa;158;54-515;Rezedowa 158
39485;746;ul. Rezedowa;16;54-515;Rezedowa 16
87072;746;ul. Rezedowa;160;54-515;Rezedowa 160
23938;746;ul. Rezedowa;17;54-515;Rezedowa 17
17753;746;ul. Rezedowa;18;54-515;Rezedowa 18
51243;746;ul. Rezedowa;19;54-515;Rezedowa 19
95372;746;ul. Rezedowa;20;54-515;Rezedowa 20
46965;746;ul. Rezedowa;21;54-515;Rezedowa 21
31685;746;ul. Rezedowa;23;54-515;Rezedowa 23
19995;746;ul. Rezedowa;25;54-515;Rezedowa 25
45591;746;ul. Rezedowa;26;54-515;Rezedowa 26
33140;746;ul. Rezedowa;27;54-515;Rezedowa 27
21795;746;ul. Rezedowa;28;54-515;Rezedowa 28
25076;746;ul. Rezedowa;29;54-515;Rezedowa 29
38832;746;ul. Rezedowa;30;54-515;Rezedowa 30
13391;746;ul. Rezedowa;31;54-515;Rezedowa 31
9590;746;ul. Rezedowa;32;54-515;Rezedowa 32
22825;746;ul. Rezedowa;33;54-515;Rezedowa 33
55749;746;ul. Rezedowa;34;54-515;Rezedowa 34
22253;746;ul. Rezedowa;35;54-515;Rezedowa 35
55070;746;ul. Rezedowa;36;54-515;Rezedowa 36
25364;746;ul. Rezedowa;37;54-515;Rezedowa 37
15264;746;ul. Rezedowa;38;54-515;Rezedowa 38
81252;746;ul. Rezedowa;39;54-515;Rezedowa 39
81253;746;ul. Rezedowa;39a;54-515;Rezedowa 39a
37062;746;ul. Rezedowa;4;54-515;Rezedowa 4
46281;746;ul. Rezedowa;40;54-515;Rezedowa 40
24969;746;ul. Rezedowa;41;54-515;Rezedowa 41
9860;746;ul. Rezedowa;42;54-515;Rezedowa 42
32778;746;ul. Rezedowa;43;54-515;Rezedowa 43
18282;746;ul. Rezedowa;44;54-515;Rezedowa 44
22008;746;ul. Rezedowa;45;54-515;Rezedowa 45
43587;746;ul. Rezedowa;46;54-515;Rezedowa 46
57723;746;ul. Rezedowa;47;54-515;Rezedowa 47
26970;746;ul. Rezedowa;48;54-515;Rezedowa 48
28242;746;ul. Rezedowa;49;54-515;Rezedowa 49
47429;746;ul. Rezedowa;5;54-515;Rezedowa 5
6479;746;ul. Rezedowa;50;54-515;Rezedowa 50
18820;746;ul. Rezedowa;51;54-515;Rezedowa 51
36042;746;ul. Rezedowa;52;54-515;Rezedowa 52
20753;746;ul. Rezedowa;53;54-515;Rezedowa 53
48604;746;ul. Rezedowa;54;54-515;Rezedowa 54
56445;746;ul. Rezedowa;55;54-515;Rezedowa 55
12050;746;ul. Rezedowa;56;54-515;Rezedowa 56
22444;746;ul. Rezedowa;57;54-515;Rezedowa 57
48799;746;ul. Rezedowa;58;54-515;Rezedowa 58
11347;746;ul. Rezedowa;59;54-515;Rezedowa 59
11571;746;ul. Rezedowa;6;54-515;Rezedowa 6
11771;746;ul. Rezedowa;60;54-515;Rezedowa 60
55322;746;ul. Rezedowa;61;54-515;Rezedowa 61
38161;746;ul. Rezedowa;62;54-515;Rezedowa 62
22021;746;ul. Rezedowa;63;54-515;Rezedowa 63
35131;746;ul. Rezedowa;64;54-515;Rezedowa 64
43221;746;ul. Rezedowa;65;54-515;Rezedowa 65
32138;746;ul. Rezedowa;66;54-515;Rezedowa 66
17414;746;ul. Rezedowa;67;54-515;Rezedowa 67
56907;746;ul. Rezedowa;68;54-515;Rezedowa 68
16998;746;ul. Rezedowa;69;54-515;Rezedowa 69
25739;746;ul. Rezedowa;7;54-515;Rezedowa 7
59465;746;ul. Rezedowa;70;54-515;Rezedowa 70
12315;746;ul. Rezedowa;71;54-515;Rezedowa 71
53741;746;ul. Rezedowa;72;54-515;Rezedowa 72
29579;746;ul. Rezedowa;73;54-515;Rezedowa 73
31272;746;ul. Rezedowa;74;54-515;Rezedowa 74
24121;746;ul. Rezedowa;75;54-515;Rezedowa 75
59022;746;ul. Rezedowa;77;54-515;Rezedowa 77
43743;746;ul. Rezedowa;78;54-515;Rezedowa 78
58924;746;ul. Rezedowa;79;54-515;Rezedowa 79
48402;746;ul. Rezedowa;8;54-515;Rezedowa 8
98892;746;ul. Rezedowa;80;54-515;Rezedowa 80
56954;746;ul. Rezedowa;81;54-515;Rezedowa 81
86472;746;ul. Rezedowa;82;54-515;Rezedowa 82
24431;746;ul. Rezedowa;83;54-515;Rezedowa 83
86492;746;ul. Rezedowa;84;54-515;Rezedowa 84
54740;746;ul. Rezedowa;85;54-515;Rezedowa 85
86512;746;ul. Rezedowa;86;54-515;Rezedowa 86
20005;746;ul. Rezedowa;87;54-515;Rezedowa 87
86532;746;ul. Rezedowa;88;54-515;Rezedowa 88
24976;746;ul. Rezedowa;89;54-515;Rezedowa 89
26242;746;ul. Rezedowa;9;54-515;Rezedowa 9
86552;746;ul. Rezedowa;90;54-515;Rezedowa 90
28501;746;ul. Rezedowa;91;54-515;Rezedowa 91
86572;746;ul. Rezedowa;92;54-515;Rezedowa 92
35508;746;ul. Rezedowa;93;54-515;Rezedowa 93
86592;746;ul. Rezedowa;94;54-515;Rezedowa 94
45438;746;ul. Rezedowa;95;54-515;Rezedowa 95
86612;746;ul. Rezedowa;96;54-515;Rezedowa 96
24597;746;ul. Rezedowa;97;54-515;Rezedowa 97
86632;746;ul. Rezedowa;98;54-515;Rezedowa 98
26065;746;ul. Rezedowa;99;54-515;Rezedowa 99
27988;747;ul. Rędzińska;1;54-106;Rędzińska 1
23812;747;ul. Rędzińska;11;54-106;Rędzińska 11
35524;747;ul. Rędzińska;1a;54-106;Rędzińska 1a
25534;747;ul. Rędzińska;20;54-106;Rędzińska 20
75477;747;ul. Rędzińska;20a;54-106;Rędzińska 20a
58839;747;ul. Rędzińska;22;54-106;Rędzińska 22
58812;747;ul. Rędzińska;24;54-106;Rędzińska 24
17766;747;ul. Rędzińska;30-38;54-106;Rędzińska 30-38
51882;747;ul. Rędzińska;3-5;54-106;Rędzińska 3-5
63249;747;ul. Rędzińska;41;54-106;Rędzińska 41
63250;747;ul. Rędzińska;43;54-106;Rędzińska 43
49602;747;ul. Rędzińska;44;54-106;Rędzińska 44
19660;747;ul. Rędzińska;47;54-106;Rędzińska 47
2062;747;ul. Rędzińska;48;54-106;Rędzińska 48
61973;747;ul. Rędzińska;48a;54-106;Rędzińska 48a
61974;747;ul. Rędzińska;48b;54-106;Rędzińska 48b
61975;747;ul. Rędzińska;48c;54-106;Rędzińska 48c
2063;747;ul. Rędzińska;50;54-106;Rędzińska 50
70686;747;ul. Rędzińska;50a;54-106;Rędzińska 50a
70687;747;ul. Rędzińska;50b;54-106;Rędzińska 50b
70688;747;ul. Rędzińska;50c;54-106;Rędzińska 50c
70689;747;ul. Rędzińska;50d;54-106;Rędzińska 50d
70690;747;ul. Rędzińska;50e;54-106;Rędzińska 50e
70691;747;ul. Rędzińska;50f;54-106;Rędzińska 50f
70692;747;ul. Rędzińska;50g;54-106;Rędzińska 50g
70693;747;ul. Rędzińska;50h;54-106;Rędzińska 50h
70694;747;ul. Rędzińska;50j;54-106;Rędzińska 50j
33876;747;ul. Rędzińska;51;54-106;Rędzińska 51
38115;747;ul. Rędzińska;52;54-106;Rędzińska 52
27245;747;ul. Rędzińska;53-55;54-106;Rędzińska 53-55
3386;747;ul. Rędzińska;54;54-106;Rędzińska 54
3709;747;ul. Rędzińska;56;54-106;Rędzińska 56
51887;747;ul. Rędzińska;57;54-106;Rędzińska 57
48337;747;ul. Rędzińska;59;54-106;Rędzińska 59
45318;747;ul. Rędzińska;59a;54-106;Rędzińska 59a
45986;747;ul. Rędzińska;61;54-106;Rędzińska 61
23271;747;ul. Rędzińska;61a;54-106;Rędzińska 61a
1435;747;ul. Rędzińska;61b;54-106;Rędzińska 61b
62169;747;ul. Rędzińska;61c;54-106;Rędzińska 61c
43999;747;ul. Rędzińska;63;54-106;Rędzińska 63
46642;747;ul. Rędzińska;63a;54-106;Rędzińska 63a
56485;747;ul. Rędzińska;65;54-106;Rędzińska 65
70909;747;ul. Rędzińska;66/68;54-131;Rędzińska 66/68
42808;747;ul. Rędzińska;67;54-106;Rędzińska 67
11676;747;ul. Rędzińska;69;54-106;Rędzińska 69
18976;747;ul. Rędzińska;71;54-106;Rędzińska 71
47018;747;ul. Rędzińska;73;54-106;Rędzińska 73
36733;747;ul. Rędzińska;75;54-106;Rędzińska 75
78233;747;ul. Rędzińska;81;54-106;Rędzińska 81
55480;749;ul. Rękodzielnicza;1;54-135;Rękodzielnicza 1
52029;749;ul. Rękodzielnicza;13;54-135;Rękodzielnicza 13
58589;749;ul. Rękodzielnicza;14;54-135;Rękodzielnicza 14
45316;749;ul. Rękodzielnicza;14a;54-135;Rękodzielnicza 14a
1871;749;ul. Rękodzielnicza;14b;54-135;Rękodzielnicza 14b
